timestamp,province,consumption_kwh
2024-01-01,Bujumbura,515.0261230115841
2024-01-01,Gitega,641.4712496777893
2024-01-01,Ngozi,534.1347209648217
2024-01-01,Kayanza,490.48049289761985
2024-01-01,Bururi,582.4712866965997
2024-01-01,Cibitoke,403.3092000427161
2024-01-02,Bujumbura,672.0913246704354
2024-01-02,Gitega,564.2781119455427
2024-01-02,Ngozi,483.7659409945857
2024-01-02,Kayanza,436.1376961466109
2024-01-02,Bururi,526.5285021351801
2024-01-02,Cibitoke,259.49429764825805
2024-01-03,Bujumbura,542.0032934993336
2024-01-03,Gitega,477.8459590939826
2024-01-03,Ngozi,377.2095431004887
2024-01-03,Kayanza,268.3725060316515
2024-01-03,Bururi,624.9882248650566
2024-01-03,Cibitoke,524.7210927122812
2024-01-04,Bujumbura,544.3842444257195
2024-01-04,Gitega,601.9559936915634
2024-01-04,Ngozi,423.02757544656197
2024-01-04,Kayanza,567.333147952457
2024-01-04,Bururi,504.766746018761
2024-01-04,Cibitoke,432.15734538613225
2024-01-05,Bujumbura,590.9071166689365
2024-01-05,Gitega,496.4962999472932
2024-01-05,Ngozi,646.6094150986479
2024-01-05,Kayanza,577.2254964051187
2024-01-05,Bururi,539.1202961063904
2024-01-05,Cibitoke,363.3448884418858
2024-01-06,Bujumbura,580.105560473446
2024-01-06,Gitega,503.0731519312431
2024-01-06,Ngozi,767.6403475064785
2024-01-06,Kayanza,559.1122607208064
2024-01-06,Bururi,549.5576933711982
2024-01-06,Cibitoke,444.41401554545195
2024-01-07,Bujumbura,394.36086099461943
2024-01-07,Gitega,476.21399651502713
2024-01-07,Ngozi,373.5087726865565
2024-01-07,Kayanza,656.9148245572509
2024-01-07,Bururi,393.00852776413365
2024-01-07,Cibitoke,569.9616972486989
2024-01-08,Bujumbura,570.311913070031
2024-01-08,Gitega,489.73156562939863
2024-01-08,Ngozi,518.4395236699634
2024-01-08,Kayanza,416.62566989776616
2024-01-08,Bururi,507.48871441698
2024-01-08,Cibitoke,511.4259458630281
2024-01-09,Bujumbura,510.88675471334403
2024-01-09,Gitega,472.73081916690245
2024-01-09,Ngozi,310.1310137015593
2024-01-09,Kayanza,351.92549157594937
2024-01-09,Bururi,334.4597171127161
2024-01-09,Cibitoke,417.85464080271555
2024-01-10,Bujumbura,610.2415417908223
2024-01-10,Gitega,538.4464685695466
2024-01-10,Ngozi,530.228955701074
2024-01-10,Kayanza,440.1836664245295
2024-01-10,Bururi,459.7074697926328
2024-01-10,Cibitoke,442.77627698935055
2024-01-11,Bujumbura,612.2193601283085
2024-01-11,Gitega,529.6725550754526
2024-01-11,Ngozi,675.7741183154138
2024-01-11,Kayanza,594.6676637836534
2024-01-11,Bururi,552.3328510453891
2024-01-11,Cibitoke,394.42133434016864
2024-01-12,Bujumbura,541.0467580137763
2024-01-12,Gitega,544.6332979864668
2024-01-12,Ngozi,429.21936512551173
2024-01-12,Kayanza,531.3017602371923
2024-01-12,Bururi,391.4228579683735
2024-01-12,Cibitoke,501.3834053181976
2024-01-13,Bujumbura,472.0430194227642
2024-01-13,Gitega,491.531684647457
2024-01-13,Ngozi,426.88211518711006
2024-01-13,Kayanza,698.4883181502045
2024-01-13,Bururi,619.8941933771868
2024-01-13,Cibitoke,667.583576910014
2024-01-14,Bujumbura,495.368109228601
2024-01-14,Gitega,541.3424392260649
2024-01-14,Ngozi,555.5107203714344
2024-01-14,Kayanza,502.1630880779482
2024-01-14,Bururi,320.13172946842167
2024-01-14,Cibitoke,372.54606744853595
2024-01-15,Bujumbura,522.4037870045217
2024-01-15,Gitega,609.2089465480065
2024-01-15,Ngozi,623.8996058206276
2024-01-15,Kayanza,449.2880704442826
2024-01-15,Bururi,391.00052042512556
2024-01-15,Cibitoke,634.290148095473
2024-01-16,Bujumbura,452.435974772615
2024-01-16,Gitega,647.0814930820834
2024-01-16,Ngozi,517.1018289646606
2024-01-16,Kayanza,361.1861509566324
2024-01-16,Bururi,451.7267115540702
2024-01-16,Cibitoke,429.59719791499833
2024-01-17,Bujumbura,686.5712827765267
2024-01-17,Gitega,707.5832158266825
2024-01-17,Ngozi,360.737694071118
2024-01-17,Kayanza,414.7657368857876
2024-01-17,Bururi,638.8890820031874
2024-01-17,Cibitoke,583.6726383632426
2024-01-18,Bujumbura,387.7995198361323
2024-01-18,Gitega,442.1190672541309
2024-01-18,Ngozi,589.8662942201875
2024-01-18,Kayanza,414.71835344233625
2024-01-18,Bururi,653.2520672840229
2024-01-18,Cibitoke,407.13387341973925
2024-01-19,Bujumbura,317.42422703617876
2024-01-19,Gitega,513.9571590626728
2024-01-19,Ngozi,483.29593902093444
2024-01-19,Kayanza,581.4672668184007
2024-01-19,Bururi,586.2718422551619
2024-01-19,Cibitoke,520.8646876647724
2024-01-20,Bujumbura,600.4091822842535
2024-01-20,Gitega,331.8634391377153
2024-01-20,Ngozi,602.9659099901976
2024-01-20,Kayanza,496.94332294570495
2024-01-20,Bururi,525.0180251739781
2024-01-20,Cibitoke,645.3084348076862
2024-01-21,Bujumbura,434.69532800755854
2024-01-21,Gitega,511.31965691481776
2024-01-21,Ngozi,462.412281834251
2024-01-21,Kayanza,428.17859620972746
2024-01-21,Bururi,516.4686465971275
2024-01-21,Cibitoke,448.7498451535838
2024-01-22,Bujumbura,453.0634590214881
2024-01-22,Gitega,366.3346799690482
2024-01-22,Ngozi,440.68676745450244
2024-01-22,Kayanza,597.3055303734147
2024-01-22,Bururi,438.6515881388238
2024-01-22,Cibitoke,333.56580762702504
2024-01-23,Bujumbura,364.52027074055354
2024-01-23,Gitega,444.5234793354955
2024-01-23,Ngozi,348.3307803273858
2024-01-23,Kayanza,512.6921831415801
2024-01-23,Bururi,506.7693382122882
2024-01-23,Cibitoke,727.2301349415006
2024-01-24,Bujumbura,569.8057469745701
2024-01-24,Gitega,567.3724694616538
2024-01-24,Ngozi,466.2005390945543
2024-01-24,Kayanza,461.4634019365548
2024-01-24,Bururi,524.695202898987
2024-01-24,Cibitoke,737.2658667663715
2024-01-25,Bujumbura,557.0443409126277
2024-01-25,Gitega,401.37076794924775
2024-01-25,Ngozi,429.2107056217924
2024-01-25,Kayanza,608.90913413464
2024-01-25,Bururi,443.5279650230943
2024-01-25,Cibitoke,424.6917495650148
2024-01-26,Bujumbura,547.3369018645852
2024-01-26,Gitega,658.5559231507436
2024-01-26,Ngozi,690.4193761209465
2024-01-26,Kayanza,564.6124758753157
2024-01-26,Bururi,512.7433696930503
2024-01-26,Cibitoke,554.845685918815
2024-01-27,Bujumbura,463.72859856057875
2024-01-27,Gitega,545.8111073653027
2024-01-27,Ngozi,523.9303624789535
2024-01-27,Kayanza,656.0043232827607
2024-01-27,Bururi,566.9958730283304
2024-01-27,Cibitoke,496.71052069853545
2024-01-28,Bujumbura,653.010249036932
2024-01-28,Gitega,536.5601831326558
2024-01-28,Ngozi,548.1920822814359
2024-01-28,Kayanza,356.87786466296393
2024-01-28,Bururi,533.4535146856629
2024-01-28,Cibitoke,490.11416823048626
2024-01-29,Bujumbura,567.8983843924572
2024-01-29,Gitega,471.1648344201759
2024-01-29,Ngozi,542.4052868361022
2024-01-29,Kayanza,497.0838591169555
2024-01-29,Bururi,523.8515696966111
2024-01-29,Cibitoke,487.33323575901164
2024-01-30,Bujumbura,253.67470196998244
2024-01-30,Gitega,632.1356631915878
2024-01-30,Ngozi,532.9710220321418
2024-01-30,Kayanza,494.06880496766433
2024-01-30,Bururi,411.46768543876783
2024-01-30,Cibitoke,567.2677422441802
2024-01-31,Bujumbura,400.9271413040177
