timestamp,province,transaction_volume,transaction_count
2024-01-01,Bujumbura,1218.763056572887,48
2024-01-01,Gitega,1204.8211093335628,41
2024-01-01,Ngozi,1232.2581325455808,48
2024-01-01,Kayanza,806.4935296774706,56
2024-01-01,Bururi,1178.311362975924,47
2024-01-01,Cibitoke,774.3472421753409,54
2024-01-02,Bujumbura,923.4792823210552,31
2024-01-02,Gitega,926.3077136752837,51
2024-01-02,Ngozi,1004.5245350272768,50
2024-01-02,Kayanza,1107.2007922911348,50
2024-01-02,Bururi,1183.9486665390675,53
2024-01-02,Cibitoke,909.704726365621,60
2024-01-03,Bujumbura,901.1223312215816,45
2024-01-03,Gitega,760.1585291588076,46
2024-01-03,Ngozi,908.4060411684115,52
2024-01-03,Kayanza,830.2438241646653,39
2024-01-03,Bururi,823.3087878237852,35
2024-01-03,Cibitoke,1342.8384773574508,35
2024-01-04,Bujumbura,1165.2761845314537,42
2024-01-04,Gitega,808.2317135351902,45
2024-01-04,Ngozi,1511.6241274976032,57
2024-01-04,Kayanza,950.4660966077008,61
2024-01-04,Bururi,948.8530598580749,51
2024-01-04,Cibitoke,1351.981472089328,56
2024-01-05,Bujumbura,1257.5237579731083,40
2024-01-05,Gitega,1059.4706530813523,46
2024-01-05,Ngozi,1064.0135227594512,45
2024-01-05,Kayanza,578.8278779914316,48
2024-01-05,Bururi,1166.1590152894655,42
2024-01-05,Cibitoke,1050.7701770856534,52
2024-01-06,Bujumbura,1062.9076796696145,57
2024-01-06,Gitega,769.3734484753813,48
2024-01-06,Ngozi,1073.6827330933252,62
2024-01-06,Kayanza,1204.7766710436172,46
2024-01-06,Bururi,1211.837528679109,63
2024-01-06,Cibitoke,964.0730562094371,49
2024-01-07,Bujumbura,878.4991097317309,56
2024-01-07,Gitega,1076.3370486785327,45
2024-01-07,Ngozi,964.6505637652016,44
2024-01-07,Kayanza,738.2679606315502,61
2024-01-07,Bururi,922.7778365970646,58
2024-01-07,Cibitoke,794.1001433088104,42
2024-01-08,Bujumbura,722.034621020678,45
2024-01-08,Gitega,528.7164284026443,44
2024-01-08,Ngozi,1004.6835182517492,53
2024-01-08,Kayanza,1017.0374182481321,50
2024-01-08,Bururi,710.493648727511,47
2024-01-08,Cibitoke,892.975850397777,42
2024-01-09,Bujumbura,1113.4869334030627,41
2024-01-09,Gitega,982.2022257370324,55
2024-01-09,Ngozi,886.0798465767616,49
2024-01-09,Kayanza,1194.5149017464812,39
2024-01-09,Bururi,1020.0919276607318,56
2024-01-09,Cibitoke,674.1579519947439,59
2024-01-10,Bujumbura,1425.0799748135282,55
2024-01-10,Gitega,924.6793581861181,53
2024-01-10,Ngozi,1274.3601493875062,62
2024-01-10,Kayanza,1267.440300730762,54
2024-01-10,Bururi,778.3375500638194,56
2024-01-10,Cibitoke,1257.6493906186345,46
2024-01-11,Bujumbura,860.4445880314012,55
2024-01-11,Gitega,814.8588012714523,44
2024-01-11,Ngozi,1150.815111716568,48
2024-01-11,Kayanza,850.7231388229499,55
2024-01-11,Bururi,1103.2383310758678,52
2024-01-11,Cibitoke,1148.932067102446,41
2024-01-12,Bujumbura,840.8294191506553,45
2024-01-12,Gitega,909.8420291960738,50
2024-01-12,Ngozi,975.5256714354408,46
2024-01-12,Kayanza,1212.3647693759299,42
2024-01-12,Bururi,1303.5697724330796,63
2024-01-12,Cibitoke,1151.5671865530712,53
2024-01-13,Bujumbura,1144.1600578360176,47
2024-01-13,Gitega,823.2169640027486,57
2024-01-13,Ngozi,1148.127229323228,51
2024-01-13,Kayanza,867.4798548514965,49
2024-01-13,Bururi,909.7717075454606,46
2024-01-13,Cibitoke,995.5268536554298,47
2024-01-14,Bujumbura,1172.4815936048133,49
2024-01-14,Gitega,1084.7433524774658,60
2024-01-14,Ngozi,1148.5458867575096,51
2024-01-14,Kayanza,441.55584872750626,56
2024-01-14,Bururi,1056.56699262697,60
2024-01-14,Cibitoke,1316.0150454494676,59
2024-01-15,Bujumbura,929.1163452574739,47
2024-01-15,Gitega,1134.9822037696906,41
2024-01-15,Ngozi,977.0146252521329,46
2024-01-15,Kayanza,1193.7116755195693,48
2024-01-15,Bururi,1148.642158690943,46
2024-01-15,Cibitoke,1286.0327799037789,39
2024-01-16,Bujumbura,749.085798208239,42
2024-01-16,Gitega,1364.6059518291095,39
2024-01-16,Ngozi,978.4827376319702,51
2024-01-16,Kayanza,1065.823193242722,43
2024-01-16,Bururi,1147.3441200019497,53
2024-01-16,Cibitoke,784.0338094372619,52
2024-01-17,Bujumbura,1019.0035734372436,60
2024-01-17,Gitega,1036.9612201197315,49
2024-01-17,Ngozi,720.7582145622238,54
2024-01-17,Kayanza,616.5676277439217,44
2024-01-17,Bururi,1092.6554450661824,62
2024-01-17,Cibitoke,838.7895341276723,53
2024-01-18,Bujumbura,955.1448508845193,62
2024-01-18,Gitega,1172.9626791551252,58
2024-01-18,Ngozi,1218.345621911377,44
2024-01-18,Kayanza,1241.2875918654672,51
2024-01-18,Bururi,1213.0127472864872,48
2024-01-18,Cibitoke,799.7360789498016,63
2024-01-19,Bujumbura,1205.5680111844742,58
2024-01-19,Gitega,714.641756833115,52
2024-01-19,Ngozi,677.6969720001442,50
2024-01-19,Kayanza,1546.3980259034674,56
2024-01-19,Bururi,984.1685232011016,51
2024-01-19,Cibitoke,1124.6732366514625,47
2024-01-20,Bujumbura,1280.3414520430438,68
2024-01-20,Gitega,1080.9599239464426,48
2024-01-20,Ngozi,950.5515104049401,54
2024-01-20,Kayanza,980.9391132065886,64
2024-01-20,Bururi,1218.2944065070733,55
2024-01-20,Cibitoke,943.1404833833521,52
2024-01-21,Bujumbura,624.5211802296925,36
2024-01-21,Gitega,877.965405968746,52
2024-01-21,Ngozi,855.5753378176331,59
2024-01-21,Kayanza,1109.393029365845,44
2024-01-21,Bururi,902.86626278502,54
2024-01-21,Cibitoke,1256.6101871857852,47
2024-01-22,Bujumbura,1089.5900461748436,54
2024-01-22,Gitega,1135.5729354731643,53
2024-01-22,Ngozi,1007.9406942527684,52
2024-01-22,Kayanza,647.5479153242862,49
2024-01-22,Bururi,1341.756400740662,53
2024-01-22,Cibitoke,1354.316384801855,51
2024-01-23,Bujumbura,1049.1540322087915,44
2024-01-23,Gitega,1215.5096522744798,57
2024-01-23,Ngozi,1156.7951904172282,46
2024-01-23,Kayanza,897.239603482645,48
2024-01-23,Bururi,1243.4625107144368,39
2024-01-23,Cibitoke,892.7707604595679,63
2024-01-24,Bujumbura,958.7938595604838,43
2024-01-24,Gitega,940.0999258112794,43
2024-01-24,Ngozi,947.768322283439,37
2024-01-24,Kayanza,893.9431600556968,65
2024-01-24,Bururi,683.8006109326889,55
2024-01-24,Cibitoke,773.3916545941106,57
2024-01-25,Bujumbura,1023.0952878620558,52
2024-01-25,Gitega,1295.5433104303524,52
2024-01-25,Ngozi,929.4126298386578,47
2024-01-25,Kayanza,615.3937784192572,41
2024-01-25,Bururi,952.4117897800536,45
2024-01-25,Cibitoke,1142.4832206480426,39
2024-01-26,Bujumbura,763.6230776750491,55
2024-01-26,Gitega,1162.0341258958763,53
2024-01-26,Ngozi,938.3629766100764,56
2024-01-26,Kayanza,861.9207094144158,48
2024-01-26,Bururi,1122.7797361299147,55
2024-01-26,Cibitoke,899.4873750828194,53
2024-01-27,Bujumbura,995.5794513900917,44
2024-01-27,Gitega,1254.0249864799302,59
2024-01-27,Ngozi,1307.2322412204485,35
2024-01-27,Kayanza,1273.6930191550787,34
2024-01-27,Bururi,844.0436261872471,46
2024-01-27,Cibitoke,1085.842007613814,49
2024-01-28,Bujumbura,971.8311837808753,46
2024-01-28,Gitega,1101.9169283245335,50
2024-01-28,Ngozi,1117.183585425501,55
2024-01-28,Kayanza,1015.152800788431,45
2024-01-28,Bururi,1541.7008802225487,60
2024-01-28,Cibitoke,988.0219751278939,45
2024-01-29,Bujumbura,1091.7836770467918,54
2024-01-29,Gitega,1239.3168487650735,62
2024-01-29,Ngozi,745.4748626276374,46
2024-01-29,Kayanza,876.6043111494376,42
2024-01-29,Bururi,766.1886616123235,38
2024-01-29,Cibitoke,1224.056275224894,47
2024-01-30,Bujumbura,1432.9383110013139,48
2024-01-30,Gitega,1389.6719778966863,59
2024-01-30,Ngozi,857.6072703019428,43
