timestamp,province,transaction_volume,transaction_count
2024-01-01,Bujumbura,1321.0185008471308,49
2024-01-01,Gitega,1034.2934317672073,64
2024-01-01,Ngozi,684.7987529190227,58
2024-01-01,Kayanza,705.3466260163857,47
2024-01-01,Bururi,1240.4512962307772,45
2024-01-01,Cibitoke,850.7788853856281,46
2024-01-02,Bujumbura,942.0538601605381,53
2024-01-02,Gitega,1023.0359878862399,53
2024-01-02,Ngozi,966.2147143854698,52
2024-01-02,Kayanza,1039.0342123792898,39
2024-01-02,Bururi,1063.8175885753922,52
2024-01-02,Cibitoke,1080.8420868117857,55
2024-01-03,Bujumbura,1060.988663539297,55
2024-01-03,Gitega,1012.7140884557269,51
2024-01-03,Ngozi,1034.5392915272544,50
2024-01-03,Kayanza,1011.5095997333717,57
2024-01-03,Bururi,953.733218267949,59
2024-01-03,Cibitoke,1027.7340356788545,56
2024-01-04,Bujumbura,1297.5544852699418,51
2024-01-04,Gitega,1314.4735389531584,53
2024-01-04,Ngozi,1053.4951995666574,50
2024-01-04,Kayanza,758.6030098210206,48
2024-01-04,Bururi,1340.4196855598336,45
2024-01-04,Cibitoke,981.1154717797057,60
2024-01-05,Bujumbura,1158.8469008714492,46
2024-01-05,Gitega,1088.9832060067133,39
2024-01-05,Ngozi,710.1018776540626,39
2024-01-05,Kayanza,624.423950384264,37
2024-01-05,Bururi,1088.1704452885895,46
2024-01-05,Cibitoke,1230.0434474003775,51
2024-01-06,Bujumbura,958.3398195420568,53
2024-01-06,Gitega,1313.272484202063,38
2024-01-06,Ngozi,755.6233980856648,42
2024-01-06,Kayanza,1047.9626989961105,51
2024-01-06,Bururi,884.105235170186,56
2024-01-06,Cibitoke,645.7375671259953,58
2024-01-07,Bujumbura,1150.4499709091774,46
2024-01-07,Gitega,964.3254463650782,49
2024-01-07,Ngozi,894.2717685836637,42
2024-01-07,Kayanza,958.8319704668356,52
2024-01-07,Bururi,1215.5502759784563,42
2024-01-07,Cibitoke,1192.6041547653665,50
2024-01-08,Bujumbura,1254.5229764825287,47
2024-01-08,Gitega,971.4069044872883,49
2024-01-08,Ngozi,965.5301025340664,50
2024-01-08,Kayanza,1203.427548500161,48
2024-01-08,Bururi,1631.1483856161533,47
2024-01-08,Cibitoke,1105.2136719143732,60
2024-01-09,Bujumbura,874.0831389657313,44
2024-01-09,Gitega,1015.4020165001849,50
2024-01-09,Ngozi,1067.7164340788229,45
2024-01-09,Kayanza,1247.2311621272102,54
2024-01-09,Bururi,1079.532265079091,50
2024-01-09,Cibitoke,901.5432290127368,49
2024-01-10,Bujumbura,887.6544203983248,55
2024-01-10,Gitega,958.17548488393,52
2024-01-10,Ngozi,1151.8545073454623,47
2024-01-10,Kayanza,897.7013566635408,48
2024-01-10,Bururi,1252.3385764886762,63
2024-01-10,Cibitoke,1119.2803314059504,50
2024-01-11,Bujumbura,940.0076663113339,56
2024-01-11,Gitega,940.3836995071996,48
2024-01-11,Ngozi,846.9048139239954,57
2024-01-11,Kayanza,1138.2043990726336,45
2024-01-11,Bururi,1291.4162755617351,50
2024-01-11,Cibitoke,833.7401196339645,42
2024-01-12,Bujumbura,1118.8472455097383,57
2024-01-12,Gitega,885.8492208232082,46
2024-01-12,Ngozi,1149.1036520467565,59
2024-01-12,Kayanza,712.1869570287786,59
2024-01-12,Bururi,1132.8303643629033,45
2024-01-12,Cibitoke,1134.9412457070684,63
2024-01-13,Bujumbura,1059.8018450496418,56
2024-01-13,Gitega,980.6693533113179,50
2024-01-13,Ngozi,853.7013688120967,53
2024-01-13,Kayanza,809.4057781143597,42
2024-01-13,Bururi,923.7613383604858,48
2024-01-13,Cibitoke,1224.599706382092,35
2024-01-14,Bujumbura,1182.7390940098294,50
2024-01-14,Gitega,847.3772571876705,51
2024-01-14,Ngozi,1173.1439731560931,55
2024-01-14,Kayanza,998.1125137417101,51
2024-01-14,Bururi,1266.520902007315,46
2024-01-14,Cibitoke,1107.5166088576757,41
2024-01-15,Bujumbura,484.71762094637074,46
2024-01-15,Gitega,1055.627221909499,47
2024-01-15,Ngozi,945.3520905575294,49
2024-01-15,Kayanza,790.0956315944429,60
2024-01-15,Bururi,1023.4020010412991,44
2024-01-15,Cibitoke,1138.490703207812,46
2024-01-16,Bujumbura,966.0509548369146,49
2024-01-16,Gitega,855.5776423603228,39
2024-01-16,Ngozi,912.1446343763502,38
2024-01-16,Kayanza,1156.9313509662384,44
2024-01-16,Bururi,1135.6772789001957,45
2024-01-16,Cibitoke,1222.5507996319375,38
2024-01-17,Bujumbura,807.7989184065108,66
2024-01-17,Gitega,1083.9861143628452,52
2024-01-17,Ngozi,1249.4574687192066,41
2024-01-17,Kayanza,937.0157506406404,56
2024-01-17,Bururi,911.230318207916,55
2024-01-17,Cibitoke,710.9528733198333,56
2024-01-18,Bujumbura,853.9162095057752,37
2024-01-18,Gitega,957.3893092957445,60
2024-01-18,Ngozi,1179.5315417661352,45
2024-01-18,Kayanza,1249.969822786825,46
2024-01-18,Bururi,1178.7057700687503,36
2024-01-18,Cibitoke,1151.9947230585976,51
2024-01-19,Bujumbura,1025.2955723592677,45
2024-01-19,Gitega,1036.8687199654169,50
2024-01-19,Ngozi,1090.266834917273,46
2024-01-19,Kayanza,1044.9384194415236,47
2024-01-19,Bururi,1214.5787984938056,55
2024-01-19,Cibitoke,678.9468975220419,55
2024-01-20,Bujumbura,1187.6932697225575,53
2024-01-20,Gitega,921.004189346921,52
2024-01-20,Ngozi,950.6549224355264,40
2024-01-20,Kayanza,1276.2011688713183,49
2024-01-20,Bururi,1129.7860992078097,64
2024-01-20,Cibitoke,715.9904601696215,41
2024-01-21,Bujumbura,1238.944020409026,48
2024-01-21,Gitega,1070.1805997749407,46
2024-01-21,Ngozi,876.4162233277261,45
2024-01-21,Kayanza,1285.361118919015,55
2024-01-21,Bururi,902.7984716956763,49
2024-01-21,Cibitoke,1215.2122127192965,48
2024-01-22,Bujumbura,743.3166790599395,55
2024-01-22,Gitega,928.9767140184631,48
2024-01-22,Ngozi,835.1825530120219,43
2024-01-22,Kayanza,990.7474943695203,45
2024-01-22,Bururi,852.1573720334369,38
2024-01-22,Cibitoke,1233.2082475125187,56
2024-01-23,Bujumbura,1187.5042624089058,51
2024-01-23,Gitega,972.1168587852441,54
2024-01-23,Ngozi,1134.1885626964574,69
2024-01-23,Kayanza,1060.6136058651005,46
2024-01-23,Bururi,1217.7604242277098,55
2024-01-23,Cibitoke,1339.159706892522,42
2024-01-24,Bujumbura,1075.3594387350863,60
2024-01-24,Gitega,1388.3031513992862,49
2024-01-24,Ngozi,1067.5641221748049,48
2024-01-24,Kayanza,1052.6213711048754,49
2024-01-24,Bururi,930.1775257081863,48
2024-01-24,Cibitoke,726.951816795246,38
2024-01-25,Bujumbura,1186.2934569490071,52
2024-01-25,Gitega,1062.8619698860368,41
2024-01-25,Ngozi,897.7984459702634,50
2024-01-25,Kayanza,1098.2848231266273,42
2024-01-25,Bururi,1049.459076249682,52
2024-01-25,Cibitoke,1215.6452423192768,57
2024-01-26,Bujumbura,1085.988175041317,54
2024-01-26,Gitega,1141.325163832869,60
2024-01-26,Ngozi,1307.208678059284,37
2024-01-26,Kayanza,811.6730395365738,67
2024-01-26,Bururi,799.7855757735289,51
2024-01-26,Cibitoke,1034.3793669080942,54
2024-01-27,Bujumbura,1398.0646299756668,54
2024-01-27,Gitega,1065.7618455772997,48
2024-01-27,Ngozi,1198.3873396481313,57
2024-01-27,Kayanza,1189.660716432917,52
2024-01-27,Bururi,1106.2432572672044,53
2024-01-27,Cibitoke,952.5113736813297,50
2024-01-28,Bujumbura,841.2656261913344,46
2024-01-28,Gitega,969.0546679767863,43
2024-01-28,Ngozi,792.7867907759226,52
2024-01-28,Kayanza,977.9685403678577,47
2024-01-28,Bururi,1479.7941840008991,55
2024-01-28,Cibitoke,916.1183766637926,48
2024-01-29,Bujumbura,1106.5416666591511,46
2024-01-29,Gitega,1117.7941471285974,37
2024-01-29,Ngozi,1057.8732864292822,48
2024-01-29,Kayanza,1079.2656898322173,63
2024-01-29,Bururi,1111.9026928084272,56
2024-01-29,Cibitoke,989.0841139438118,40
2024-01-30,Bujumbura,1052.5448054397439,44
2024-01-30,Gitega,1264.1057972992728,46
2024-01-30,Ngozi,978.1917145480888,60
2024-01-30,Kayanza,1026.782393544669,53
2024-01-30,Bururi,834.9963161486754,62
2024-01-30,Cibitoke,1168.1372368931052,40
2024-01-31,Bujumbura,1264.9021281316857,54
2024-01-31,Gitega,1074.8275540445788,65
2024-01-31,Ngozi,892.9405899335173,46
2024-01-31,Kayanza,1239.1469837874424,40
2024-01-31,Bururi,937.1646530081581,31
2024-01-31,Cibitoke,1108.113966739954,63
2024-02-01,Bujumbura,1247.1788680395873,47
2024-02-01,Gitega,1523.3043379111034,52
2024-02-01,Ngozi,994.8811218637815,40
2024-02-01,Kayanza,678.4521238224615,54
2024-02-01,Bururi,1156.9461652400194,45
2024-02-01,Cibitoke,785.455629093856,64
2024-02-02,Bujumbura,964.0381978939464,53
2024-02-02,Gitega,970.7768223298629,45
2024-02-02,Ngozi,887.6643371346199,55
2024-02-02,Kayanza,1120.8524635946815,40
2024-02-02,Bururi,1289.5740482103495,40
2024-02-02,Cibitoke,1007.2236857312699,47
2024-02-03,Bujumbura,895.8849937219385,50
2024-02-03,Gitega,1139.5653883537916,45
2024-02-03,Ngozi,919.3285931985465,51
2024-02-03,Kayanza,1220.3075465826937,43
2024-02-03,Bururi,1229.8101364021531,64
